priority,book_id,book_title,strategy,current_section_id,current_sec_position,action,confidence,current_section_title,canonical_title,stored_word_count,progress_strategy,reason
1,2,O Livro dos Médiuns,full-staging-reconstruction,4388,18,review,chapter-aggregate,null,Das manifestações inteligentes,1079,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4410,40,review,chapter-aggregate,Pneumatofonia,Da pneumatografia ou escrita direta Da pneumatofonia,378,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4445,75,review,chapter-aggregate,null,Da influência do meio,819,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4462,92,review,chapter-aggregate,Das mistificações,Das contradições e das mistificações,692,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4472,102,review,chapter-aggregate,Fundada a 1º de abril de 1858,Regulamento da Sociedade Parisiense de Estudos Espíritas,138,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4473,103,review,chapter-aggregate,Capítulo I — Fins e formação da Sociedade,Regulamento da Sociedade Parisiense de Estudos Espíritas,605,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4474,104,review,chapter-aggregate,Capítulo II — Administração,Regulamento da Sociedade Parisiense de Estudos Espíritas,760,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4475,105,review,chapter-aggregate,Capítulo III — Das sessões,Regulamento da Sociedade Parisiense de Estudos Espíritas,705,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4476,106,review,chapter-aggregate,Capítulo IV — Disposições diversas,Regulamento da Sociedade Parisiense de Estudos Espíritas,550,block-migration,No sufficiently reliable canonical relationship was found.
1,2,O Livro dos Médiuns,full-staging-reconstruction,4516,146,review,chapter-aggregate,null,Vocabulário espírita,601,block-migration,No sufficiently reliable canonical relationship was found.
1,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4520,3,review,unmatched,I – Objetivo desta obra,,892,block-migration,No sufficiently reliable canonical relationship was found.
1,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4521,4,review,unmatched,II – Autoridade da Doutrina Espírita,,2891,block-migration,No sufficiently reliable canonical relationship was found.
1,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4522,5,review,unmatched,III – Notícias históricas,,1864,block-migration,No sufficiently reliable canonical relationship was found.
1,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4523,6,review,unmatched,ideia cristã e do Espiritismo,,3234,block-migration,No sufficiently reliable canonical relationship was found.
1,4,O Céu e o Inferno,full-staging-reconstruction,4760,2,review,unmatched,null,,62,block-migration,No sufficiently reliable canonical relationship was found.
1,4,O Céu e o Inferno,full-staging-reconstruction,4799,41,review,unmatched,null,,33,block-migration,No sufficiently reliable canonical relationship was found.
1,5,A Gênese,targeted-staging-reconstruction,4905,1,review,unmatched,null,,0,block-migration,No sufficiently reliable canonical relationship was found.
1,5,A Gênese,targeted-staging-reconstruction,4906,2,review,unmatched,null,,66,block-migration,No sufficiently reliable canonical relationship was found.
1,5,A Gênese,targeted-staging-reconstruction,4977,73,review,unmatched,null,,0,block-migration,No sufficiently reliable canonical relationship was found.
1,5,A Gênese,targeted-staging-reconstruction,4978,74,review,unmatched,null,,15,block-migration,No sufficiently reliable canonical relationship was found.
1,5,A Gênese,targeted-staging-reconstruction,5026,122,review,unmatched,null,,0,block-migration,No sufficiently reliable canonical relationship was found.
1,5,A Gênese,targeted-staging-reconstruction,5027,123,review,unmatched,null,,16,block-migration,No sufficiently reliable canonical relationship was found.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4179,37,split,chapter-aggregate,concernentes à Criação,Da criação,1230,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4217,75,split,chapter-aggregate,null,Considerações sobre a pluralidade das existências,3469,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4225,83,split,chapter-aggregate,os Espíritos. Metades eternas,Da vida espírita,806,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4247,105,split,chapter-aggregate,penetrar os nossos pensamentos,Da intervenção dos Espíritos no mundo corporal,137,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4252,110,split,chapter-aggregate,familiares ou simpáticos,Da intervenção dos Espíritos no mundo corporal,3220,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4261,119,split,chapter-aggregate,null,Das ocupações e missões dos Espíritos,2446,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4361,219,split,chapter-aggregate,I,Das penas e gozos futuros,362,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4362,220,split,chapter-aggregate,Ii,Das penas e gozos futuros,394,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4363,221,split,chapter-aggregate,Iii,Das penas e gozos futuros,410,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4364,222,split,chapter-aggregate,Iv,Das penas e gozos futuros,505,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4365,223,split,chapter-aggregate,V,Das penas e gozos futuros,722,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4366,224,split,chapter-aggregate,Vi,Das penas e gozos futuros,753,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4367,225,split,chapter-aggregate,Vii,Das penas e gozos futuros,841,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4368,226,split,chapter-aggregate,Viii,Das penas e gozos futuros,719,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4369,227,split,chapter-aggregate,Ix,Das penas e gozos futuros,885,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,1,O Livro dos Espíritos,full-staging-reconstruction,4370,228,split,chapter-aggregate,Nota explicativa,Das penas e gozos futuros,1797,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4374,4,split,chapter-aggregate,null,Há Espíritos?,2125,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4376,6,split,chapter-aggregate,null,Do maravilhoso e do sobrenatural,3331,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4378,8,split,chapter-aggregate,null,Do método,4176,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4380,10,split,chapter-aggregate,null,Dos sistemas,6307,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4384,14,split,chapter-aggregate,null,Da ação dos Espíritos sobre a matéria,2052,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4390,20,split,chapter-aggregate,null,Da teoria das manifestações físicas,4230,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4392,22,split,chapter-aggregate,null,Das manifestações físicas espontâneas,4103,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4395,25,split,chapter-aggregate,null,Das manifestações visuais,2684,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4399,29,split,chapter-aggregate,null,Da bicorporeidade e da transfiguração,3323,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4401,31,split,chapter-aggregate,null,Do laboratório do Mundo Invisível,2561,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4403,33,split,chapter-aggregate,null,Dos lugares assombrados,1567,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4407,37,split,chapter-aggregate,null,Da sematologia e da tiptologia,1860,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4409,39,split,chapter-aggregate,Escrita direta,Da pneumatografia ou escrita direta Da pneumatofonia,1281,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4412,42,split,chapter-aggregate,null,Da psicografia,1347,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4414,44,split,chapter-aggregate,null,Dos médiuns,165,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4424,54,split,chapter-aggregate,null,Dos médiuns escreventes ou psicógrafos,114,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4425,55,split,chapter-aggregate,Médiuns mecânicos,Dos médiuns escreventes ou psicógrafos,278,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4426,56,split,chapter-aggregate,Médiuns intuitivos,Dos médiuns escreventes ou psicógrafos,277,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4427,57,split,chapter-aggregate,Médiuns semimecânicos,Dos médiuns escreventes ou psicógrafos,80,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4428,58,split,chapter-aggregate,Médiuns inspirados ou involuntários,Dos médiuns escreventes ou psicógrafos,678,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4429,59,split,chapter-aggregate,Médiuns de pressentimentos,Dos médiuns escreventes ou psicógrafos,78,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4431,61,split,chapter-aggregate,null,Dos médiuns especiais,1676,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4432,62,split,chapter-aggregate,Diversas,Dos médiuns especiais,458,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4433,63,split,chapter-aggregate,Variedades dos médiuns escreventes:,Dos médiuns especiais,2889,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4439,69,split,chapter-aggregate,null,Dos inconvenientes e perigos da mediunidade,864,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4441,71,split,chapter-aggregate,null,Do papel dos médiuns nas comunicações espíritas,4225,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4443,73,split,chapter-aggregate,null,Da influência moral do médium,2971,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4447,77,split,chapter-aggregate,null,Da mediunidade nos animais,2245,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4449,79,split,chapter-aggregate,null,Da obsessão,5495,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4461,91,split,chapter-aggregate,Das contradições,Das contradições e das mistificações,2841,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4478,108,split,chapter-aggregate,null,Dissertações espíritas,65,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4479,109,split,chapter-aggregate,I,Dissertações espíritas,147,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4480,110,split,chapter-aggregate,Ii,Dissertações espíritas,216,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4481,111,split,chapter-aggregate,Iii,Dissertações espíritas,224,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4482,112,split,chapter-aggregate,Iv,Dissertações espíritas,210,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4483,113,split,chapter-aggregate,V,Dissertações espíritas,157,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4484,114,split,chapter-aggregate,Vi,Dissertações espíritas,99,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4485,115,split,chapter-aggregate,Vii,Dissertações espíritas,89,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4486,116,split,chapter-aggregate,Viii,Dissertações espíritas,150,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4487,117,split,chapter-aggregate,Ix,Dissertações espíritas,644,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4488,118,split,chapter-aggregate,X,Dissertações espíritas,242,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4489,119,split,chapter-aggregate,Xi,Dissertações espíritas,269,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4490,120,split,chapter-aggregate,Xii,Dissertações espíritas,234,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4491,121,split,chapter-aggregate,Xiii,Dissertações espíritas,212,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4492,122,split,chapter-aggregate,Xiv,Dissertações espíritas,199,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4493,123,split,chapter-aggregate,Xv,Dissertações espíritas,270,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4495,125,split,chapter-aggregate,Xvi,Dissertações espíritas,479,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4496,126,split,chapter-aggregate,Xvii,Dissertações espíritas,92,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4497,127,split,chapter-aggregate,Xviii,Dissertações espíritas,232,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4498,128,split,chapter-aggregate,Xix,Dissertações espíritas,121,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4499,129,split,chapter-aggregate,Xx,Dissertações espíritas,107,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4500,130,split,chapter-aggregate,Xxi,Dissertações espíritas,270,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4501,131,split,chapter-aggregate,Xxii,Dissertações espíritas,223,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4502,132,split,chapter-aggregate,Xxiii,Dissertações espíritas,146,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4503,133,split,chapter-aggregate,Xxiv,Dissertações espíritas,211,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4504,134,split,chapter-aggregate,Xxv,Dissertações espíritas,277,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4505,135,split,chapter-aggregate,Xxvi,Dissertações espíritas,212,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4506,136,split,chapter-aggregate,Xxvii,Dissertações espíritas,450,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4507,137,split,chapter-aggregate,Xxviii,Dissertações espíritas,502,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4509,139,split,chapter-aggregate,Xxix,Dissertações espíritas,486,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4510,140,split,chapter-aggregate,Xxx,Dissertações espíritas,341,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4511,141,split,chapter-aggregate,Xxxi,Dissertações espíritas,236,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4512,142,split,chapter-aggregate,Xxxii,Dissertações espíritas,164,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4513,143,split,chapter-aggregate,Xxxiii,Dissertações espíritas,520,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4514,144,split,chapter-aggregate,Xxxiv,Dissertações espíritas,678,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,2,O Livro dos Médiuns,full-staging-reconstruction,4517,147,split,chapter-aggregate,Nota explicativa,Vocabulário espírita,1814,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4526,9,split,chapter-aggregate,Moisés,Não vim destruir a lei,688,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4527,10,split,chapter-aggregate,O Cristo,Não vim destruir a lei,421,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4528,11,split,chapter-aggregate,O Espiritismo,Não vim destruir a lei,323,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4530,13,split,chapter-aggregate,A nova era,Não vim destruir a lei,1251,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4532,15,split,chapter-aggregate,null,Meu Reino não é deste mundo,102,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4536,19,split,chapter-aggregate,Uma realeza terrestre,Meu Reino não é deste mundo,331,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4538,21,split,chapter-aggregate,null,Há muitas moradas na casa de meu Pai,73,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4542,25,split,chapter-aggregate,Mundos inferiores e mundos superiores,Há muitas moradas na casa de meu Pai,1004,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4547,30,split,chapter-aggregate,null,Ninguém poderá ver o Reino de Deus se não nascer de novo,281,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
2,3,O Evangelho Segundo o Espiritismo,full-staging-reconstruction,4549,32,split,chapter-aggregate,passo que a unicidade da existência os rompe,Ninguém poderá ver o Reino de Deus se não nascer de novo,1041,map-current-progress-to-first-unread-successor,The current record appears to aggregate a larger editorial unit and requires approved successor boundaries.
