"decision_id","inspection_id","packet_id","book_id","book_slug","segment_key","segment_order","display_title","inspection_lane","review_reasons","decision_options","required_evidence","review_page_start","review_page_end","current_printed_page","successor_printed_page","review_status","selected_decision","source_pdf_page_reviewed","printed_page_reviewed","visible_prose_presence","successor_anchor_type","locator_type","locator_value","reviewer_confidence","review_completed_at"
"0e3166bd2ca498e63667cd57","d862712e156d2caa76857daf","container-intro-only-book-2-packet-01","2","o-livro-dos-mediuns","d25afe84b978d277e4502e1c","107","Das perguntas que se podem fazer aos Espíritos","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","9","9","317","","pending","","","","","","","","",""
"a0b8368df9752efbf458c0a6","8693de5ed562fbcce0fd2037","container-intro-only-book-2-packet-01","2","o-livro-dos-mediuns","1cade84bc2a1f17af5796ef8","119","Do charlatanismo e do embuste","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","9","9","343","","pending","","","","","","","","",""
"d5a57f0853651ab43732af3b","ede8ce78f3c29fcb79bc5e17","container-intro-only-book-2-packet-01","2","o-livro-dos-mediuns","dde19d4ee577c5c0c4d51a50","122","Das reuniões e das Sociedades Espíritas","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","9","9","353","","pending","","","","","","","","",""
"f2bff0a165605794c5b6066c","a307e5d2380dae68b790e497","container-intro-only-book-3-packet-01","3","o-evangelho-segundo-o-espiritismo","f026ae4f95969ab96c88c2ac","163","Não separeis o que Deus juntou","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","9","9","277","","pending","","","","","","","","",""
"5dfd679f9d1d2145cf8b6d40","c23cec50aede1df2e634d0af","container-intro-only-book-3-packet-01","3","o-evangelho-segundo-o-espiritismo","67f61955dad711b936e5f59e","177","Buscai e achareis","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","10","10","299","","pending","","","","","","","","",""
"f0eb9634f4633149d54d8636","37148ad1940e78bd8325a7e9","container-intro-only-book-3-packet-01","3","o-evangelho-segundo-o-espiritismo","8f9201f1456b853f349fcb41","181","Dai gratuitamente o que gratuitamente recebestes","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","10","10","305","","pending","","","","","","","","",""
"eefaf7ea3e6b9ec00c996d76","ef5fd9eb7d107017d7111dd9","container-intro-only-book-4-packet-01","4","o-ceu-e-o-inferno","ef828749e83d6cc8558e5737","1","PRIMEIRA PARTE — Doutrina","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","6","6","","11","pending","","","","","","","","",""
"98ea0f87163a55c53953c416","f5b45bee3464fd921bc0a7a3","container-intro-only-book-4-packet-01","4","o-ceu-e-o-inferno","5382690e2426da4ee3978f67","34","SEGUNDA PARTE — Exemplos","container-intro-only","container-intro-boundary","retain-intro-segment|merge-intro-with-successor|exclude-structural-heading|unresolved","source_pdf_page_reviewed|visible_prose_presence|selected_decision|reviewer_confidence","7","7","","151","pending","","","","","","","","",""
"332d75ef59fe14cf458b25b9","c9ed22dddc5806d58a224dc8","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","0974c4855ff81772209f63dd","5","De Deus","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","55","55","pending","","","","","","","","",""
"bb243a7ca273bb91e3f904cd","cb6a5e7315cee652db1815af","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","5e1078f260731224f9ea5c50","10","Dos elementos gerais do Universo","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","61","61","pending","","","","","","","","",""
"a97e006e5d0fbd43513f5bfe","4eec462142a5b414790a3ed2","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","f29485d36682a7ecfafed5b2","22","Do princípio vital","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","77","77","pending","","","","","","","","",""
"049b905fa87c84e1d38b415e","c99a26a44ac604389a77b2f4","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","aa17779baca79e9ead8a975d","27","Dos Espíritos","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","85","85","pending","","","","","","","","",""
"29c98474e5a469628ef10edb","f376276385ec0dc93eeefce2","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","6ee63ec04cb3364032a4d703","39","Da encarnação dos Espíritos","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","105","105","pending","","","","","","","","",""
"65b0845f87347edc42937684","9cf1afa4a92416e5cfe9a60d","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","db8bb3a8b36c8c95b97c00e0","43","Da volta do Espírito, extinta a vida corpórea, à vida espiritual","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","115","115","pending","","","","","","","","",""
"62667f24aa83a7cdbc8ae22e","a2200edc6c64a40ae76e5613","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","f0ac467d6c6e4e4f0baf7fe1","47","Da pluralidade das existências","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","123","123","pending","","","","","","","","",""
"b253ce0851346030871d3403","15dc4605326bf08c7dbd05ef","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","2f3e67c9f34c474e73bcf639","68","Da volta do Espírito à vida corporal","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","191","191","pending","","","","","","","","",""
"2831c1c1c8a13b20bebc5eed","8028f192209a18372d0ec346","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","4c72b47f1cf2e2b58a02c44e","77","Da emancipação da alma","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","215","215","pending","","","","","","","","",""
"a66084596071328a29e0e0e9","2c9929ae877b08eb1c100e50","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","847140d127f8ddf39e438fd9","101","Dos três reinos","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","281","281","pending","","","","","","","","",""
"b74c0af3ede05af6bf151e90","1f231905bd4661a48e95de85","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","f1231ff81195f3fa0895a09e","106","Da lei divina ou natural","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","295","295","pending","","","","","","","","",""
"423f4facad8f99a13787ecd8","7b12efbd664e1acd29b6aec1","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","b5ee4fd7d0855519a9c77d25","111","Da lei de adoração","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","305","305","pending","","","","","","","","",""
"9f156279ed4b213aed98c7d4","cc916155469ae70b9d938cf6","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","d3e0088557e9bffc9f03ce16","118","Da lei do trabalho","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","317","317","pending","","","","","","","","",""
"a90c5bd7f947fa065f69ded7","b09eb638fb3c6e0c1bede92b","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","cbe5e7101232bd957c49e30b","121","Da lei de reprodução","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","321","321","pending","","","","","","","","",""
"5fbe1c9de8a6aba3a65278b9","89436c19d5a926d49e22a8a0","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","7a3ce00315ec0a8bc3212322","127","Da lei de conservação","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","327","327","pending","","","","","","","","",""
"137e43bff2eb4b3727082dee","163157550f0fa244c6d6bda7","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","632fe546f78ac36f7ab54266","133","Da lei de destruição","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","335","335","pending","","","","","","","","",""
"ffc1cfaf9ed26c7c3f69ef03","7035d576214b53154c0ec900","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","740ed56a085f9249e88041f2","141","Da lei de sociedade","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","347","347","pending","","","","","","","","",""
"70ca141a7256eeb16c651b10","e02fa42b122e860c7911dd8d","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","1df74b6839d2b7fad9a18bb3","145","Da lei do progresso","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","351","351","pending","","","","","","","","",""
"a993ddc89e737ab6dec1b725","6fdbb32c46c723156ca1f5e8","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","23cb579b9ce697747236822a","152","Da lei de igualdade","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","363","363","pending","","","","","","","","",""
"be694c1582f646c212bd9be3","64b62106b2f06a5c98491f10","container-intro-same-page-book-1-packet-01","1","o-livro-dos-espiritos","a769078e8dfe76c417ff30ac","160","Da lei de liberdade","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","371","371","pending","","","","","","","","",""
"2bc61c5678bd1f7419297bd8","5dbf4d4909caabad7a7da356","container-intro-same-page-book-1-packet-02","1","o-livro-dos-espiritos","e3005337277b129ef1f59aca","169","Da lei de justiça, de amor e de caridade","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","389","389","pending","","","","","","","","",""
"bf51475c895992c1a2986e93","16f86368b89d13da1195c5cb","container-intro-same-page-book-1-packet-02","1","o-livro-dos-espiritos","c9235ca7dec397e12d501623","174","Da perfeição moral","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","397","397","pending","","","","","","","","",""
"d7966621eb146abc29b7ee4d","f86c62a6e7cf5d78e9820a29","container-intro-same-page-book-1-packet-02","1","o-livro-dos-espiritos","af72f1d6af0f8deb0a13360c","181","Das penas e gozos terrestres","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","9","9","413","413","pending","","","","","","","","",""
"2f018e3836894750b3969ed6","2aacf10a9fb6ff6bf0525bd6","container-intro-same-page-book-4-packet-01","4","o-ceu-e-o-inferno","8e9626db621b38dd240f023d","3","Temor da morte","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","19","19","pending","","","","","","","","",""
"c333eae4e1be5b5cbd94e0e7","bedfaf63580fbd88772461b8","container-intro-same-page-book-4-packet-01","4","o-ceu-e-o-inferno","c4aa4ec13bb0a5eddb05893a","7","O inferno","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","37","37","pending","","","","","","","","",""
"196593ec2ca8c817f828f8d4","26567a2bca2248340b299601","container-intro-same-page-book-4-packet-01","4","o-ceu-e-o-inferno","9acd30a0517e99c916370355","24","Os anjos","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","93","93","pending","","","","","","","","",""
"6f34b4f300b270cbce61539e","04664813d0e9f46407a706d7","container-intro-same-page-book-4-packet-01","4","o-ceu-e-o-inferno","544eb4008b02ec5d4f1b0c0a","28","Os demônios","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","105","105","pending","","","","","","","","",""
"902821ca471f0e1c95d84d4d","65be44421a5032a3e9911207","container-intro-same-page-book-4-packet-01","4","o-ceu-e-o-inferno","16fbb4387179c1ab2df992e7","54","Espíritos em condições medianas","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","219","219","pending","","","","","","","","",""
"f367556a53b2b0ee7e5a2a58","d84649d6819a55d5a92ebd96","container-intro-same-page-book-5-packet-01","5","a-genese","23007dc1fc187a6815c513fe","4","Deus","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","49","49","pending","","","","","","","","",""
"da6310517cd402fe53dc37d4","8a9002840aa78d47b4a76905","container-intro-same-page-book-5-packet-01","5","a-genese","7adc963866a7a8f0e4032223","9","O bem e o mal","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","63","63","pending","","","","","","","","",""
"a56eb8ec45fe8930d3b01a9a","371272c457fc15fcdf02563a","container-intro-same-page-book-5-packet-01","5","a-genese","f754887de0b4ba992aa5b65d","15","Uranografia geral","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","91","91","pending","","","","","","","","",""
"114f1f148a5da0e49fe85521","e446917550fe8fbe7abb8beb","container-intro-same-page-book-5-packet-01","5","a-genese","6d5e399b0300c55668d17cd6","39","Teorias sobre a formação da Terra","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","6","6","147","147","pending","","","","","","","","",""
"dbfae784ef30096122326183","5f4dadf39dda09fb146a87fb","container-intro-same-page-book-5-packet-01","5","a-genese","9178279f438d3b63471c0b0b","44","Revoluções do globo","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","155","155","pending","","","","","","","","",""
"fb74b70d1dd0a118b6df28ea","617face270821ad719a91a5d","container-intro-same-page-book-5-packet-01","5","a-genese","b0f495272843306f365ee87b","51","Gênese orgânica","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","167","167","pending","","","","","","","","",""
"3748e1c96fc01aa4a63b481e","b589b60b13a98cc6e598fd34","container-intro-same-page-book-5-packet-01","5","a-genese","b427f6b67bcd303e7f143fad","66","Gênese moisaica","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","209","209","pending","","","","","","","","",""
"caa818c8b29d89d64acc87d5","5c3b585e3cbb1903dbe43875","container-intro-same-page-book-5-packet-01","5","a-genese","801091337487ce45678a0c70","69","Caracteres dos milagres","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","7","7","231","231","pending","","","","","","","","",""
"64022f53482be9be9e05d652","308ba0a28d15878c5da9ff8a","container-intro-same-page-book-5-packet-01","5","a-genese","8243eec0bd1e08154b4113c5","85","Os milagres do Evangelho","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","273","273","pending","","","","","","","","",""
"f68c03b6ac6ec620a17fffea","9256bdd179a21f1d39fdf0cd","container-intro-same-page-book-5-packet-01","5","a-genese","45946bdf3fa0a1488036ed42","116","Predições do Evangelho","container-intro-same-page","container-intro-boundary|same-page-successor-boundary","retain-intro-and-confirm-successor-start|merge-intro-with-successor|exclude-structural-heading|adjust-successor-start|unresolved","source_pdf_page_reviewed|visible_prose_presence|successor_anchor_type|selected_decision|reviewer_confidence","8","8","327","327","pending","","","","","","","","",""
"a9be26d7a75a2ed478c0b940","2101fa88fd8e1632c63458ba","same-page-no-semantic-anchor-book-1-packet-01","1","o-livro-dos-espiritos","9b2694748ef4c22927e48120","18","Povoamento da Terra. Adão","same-page-no-semantic-anchor","same-page-successor-boundary","confirm-successor-start|adjust-successor-start|merge-with-successor|unresolved","source_pdf_page_reviewed|successor_anchor_type|selected_decision|reviewer_confidence","6","6","70","70","pending","","","","","","","","",""
"e473600ca608d57db6a3ea23","3850147765c7a5d98ca04fbb","same-page-no-semantic-anchor-book-1-packet-01","1","o-livro-dos-espiritos","ca34fe5d192f446074599420","114","Vida contemplativa","same-page-no-semantic-anchor","same-page-successor-boundary","confirm-successor-start|adjust-successor-start|merge-with-successor|unresolved","source_pdf_page_reviewed|successor_anchor_type|selected_decision|reviewer_confidence","8","8","307","307","pending","","","","","","","","",""
